LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	xq
Date	2016/05/12
Time	16:37:56.3671417236328125
***End_of_Header***	
	
Channels	5					
Samples	1	1	1	1	1	
Date	2016/05/12	2016/05/12	2016/05/12	2016/05/12	2016/05/12	
Time	16:37:56.3671417236328125	16:37:56.3671417236328125	16:37:56.3671417236328125	16:37:56.3671417236328125	16:37:56.3671417236328125	
X_Dimension	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***						
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Comment
0.000000	632.000000	12685.000000	64069.000000	12586.000000	0.000000	160512 16:37:56.239
0.000000	12918.000000	12686.000000	64079.000000	12589.000000	160512 16:37:56.379
0.000000	12912.000000	12684.000000	64082.000000	12589.000000	160512 16:37:56.445
0.000000	12913.000000	12684.000000	64091.000000	12588.000000	160512 16:37:56.455
0.000000	12909.000000	12686.000000	64091.000000	12588.000000	160512 16:37:56.498
0.000000	12908.000000	12680.000000	64094.000000	12591.000000	160512 16:37:56.561
0.000000	12906.000000	12682.000000	64097.000000	12596.000000	160512 16:37:56.605
0.000000	12900.000000	12680.000000	64111.000000	12597.000000	160512 16:37:56.637
0.000000	12898.000000	12677.000000	64121.000000	12601.000000	160512 16:37:56.701
0.000000	12894.000000	12676.000000	64128.000000	12602.000000	160512 16:37:56.710
0.000000	12885.000000	12678.000000	64140.000000	12600.000000	160512 16:37:56.803
0.000000	12876.000000	12673.000000	64153.000000	12603.000000	160512 16:37:56.835
0.000000	12871.000000	12674.000000	64149.000000	12602.000000	160512 16:37:56.872
0.000000	12876.000000	12676.000000	64156.000000	12603.000000	160512 16:37:56.942
0.000000	12872.000000	12675.000000	64157.000000	12606.000000	160512 16:37:56.946
0.000000	12869.000000	12676.000000	64157.000000	12606.000000	160512 16:37:57.011
0.000000	12874.000000	12675.000000	64149.000000	12604.000000	160512 16:37:57.102
0.000000	12877.000000	12676.000000	64136.000000	12602.000000	160512 16:37:57.107
0.000000	12878.000000	12676.000000	64129.000000	12603.000000	160512 16:37:57.173
0.000000	12884.000000	12676.000000	64120.000000	12597.000000	160512 16:37:57.236
0.000000	12884.000000	12678.000000	64121.000000	12600.000000	160512 16:37:57.272
0.000000	12890.000000	12676.000000	64117.000000	12593.000000	160512 16:37:57.306
0.000000	12898.000000	12680.000000	64129.000000	12595.000000	160512 16:37:57.369
0.000000	12899.000000	12677.000000	64133.000000	12599.000000	160512 16:37:57.437
0.000000	12899.000000	12681.000000	64126.000000	12595.000000	160512 16:37:57.442
0.000000	12907.000000	12680.000000	64110.000000	12598.000000	160512 16:37:57.515
0.000000	12909.000000	12679.000000	64102.000000	12592.000000	160512 16:37:57.517
0.000000	12911.000000	12681.000000	64108.000000	12601.000000	160512 16:37:57.519
0.000000	12907.000000	12684.000000	64103.000000	12599.000000	160512 16:37:57.521
0.000000	12912.000000	12683.000000	64087.000000	12599.000000	160512 16:37:57.523
0.000000	12918.000000	12685.000000	64077.000000	12598.000000	160512 16:37:57.525
0.000000	12916.000000	12686.000000	64087.000000	12599.000000	160512 16:37:57.526
0.000000	12911.000000	12687.000000	64089.000000	12596.000000	160512 16:37:57.528
0.000000	12911.000000	12685.000000	64081.000000	12600.000000	160512 16:37:57.529
0.000000	12917.000000	12688.000000	64083.000000	12597.000000	160512 16:37:57.531
0.000000	12914.000000	12688.000000	64081.000000	12596.000000	160512 16:37:57.533
0.000000	12920.000000	12686.000000	64076.000000	12594.000000	160512 16:37:57.535
0.000000	12917.000000	12688.000000	64065.000000	12597.000000	160512 16:37:57.537
0.000000	12925.000000	12689.000000	64054.000000	12601.000000	160512 16:37:57.539
0.000000	12926.000000	12691.000000	64057.000000	12600.000000	160512 16:37:57.540
0.000000	12923.000000	12687.000000	64060.000000	12601.000000	160512 16:37:57.542
0.000000	12917.000000	12686.000000	64072.000000	12599.000000	160512 16:37:57.544
0.000000	12913.000000	12685.000000	64080.000000	12601.000000	160512 16:37:57.545
0.000000	12910.000000	12688.000000	64082.000000	12601.000000	160512 16:37:57.546
0.000000	12908.000000	12686.000000	64082.000000	12603.000000	160512 16:37:57.548
